content_id,name,magnet,quality,size,source,fileIdx,filename,provider,seeders,peers,season,episode,imdb_id,id_type
tt0108778:1:1,FRIENDS - SEASON 1-10 - 720P - MP4,magnet:?xt=urn:btih:ffccb399778ec56d7e6a1ec9954c1be56df260bf&dn=Friends%20-%2001x01%20-The%20One%20Where%20Monica%20Gets%20A%20Roommate.mp4&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A6969%2Fannounce&tr=udp%3A%2F%2F9.rarbg.to%3A2710%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce,720p,200.25 MB,torrentio-api,1,Friends - 01x01 -The One Where Monica Gets A Roommate.mp4,ThePirateBay,90,27,1,1,tt0108778,imdb
tt1375666,Imdb top 263 movies hindi english gdrive,magnet:?xt=urn:btih:66672b822002b6f19af478fb7c886787afee5f9f&dn=Inception.2010.1080p.BrRip.x264.YIFY.mp4&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A6969%2Fannounce&tr=udp%3A%2F%2F9.rarbg.to%3A2710%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce,1080p,1.85 GB,torrentio-api,91,Inception.2010.1080p.BrRip.x264.YIFY.mp4,1337x,2123,636,,,tt1375666,imdb
